,Progress,Duration..in.seconds.,IC.response.,Sex,Gender,Class,Major,Ethnicity,Course2,AMAS.1,AMAS.2,AMAS.3,AMAS.4,AMAS.5,AMAS.6,AMAS.7,AMAS.8,AMAS.9,MSES.1,MSES.2,MSES.3,S.CA.1,S.CA.2,S.CA.3,S.CA.4,S.CA.5,S.CA.6,S.LT.1,S.LT.2,S.LT.3,S.LT.4,S.LT.5,S.LT.6,S.LT.7,S.DA.1,S.DA.2,S.DA.3,S.DA.4,S.DA.5,S.DA.6,S.DA.7,S.IA.1,S.IA.2,S.IA.3,S.IA.4,S.IA.5,S.IA.6,S.IA.7,S.D.1,S.D.2,S.D.3,S.D.4,S.D.5,S.D.6,S.D.7,S.RE.1,S.RE.2,S.RE.3,S.RE.4,S.RE.5,S.RE.6,S.RE.7,S.IA.1.1,S.IA.2.1,S.IA.3.1,S.IA.4.1,S.IA.5.1,S.IA.6.1,S.IA.7.1,T.1,T.2,T.3,T.4,T.5,T.6,T.7,T.8,T.9,T.10,T.11,T.12,MS.1,MS.2,MS.3,MS.4,MS.5,MS.6,MS.7,MS.8,MS.9,MS.10,MS.11,MS.12,CR.1,CR.2,CR.3,CR.4,CR.5,CR.6,CR.7,CR.8,CR.9,CR.10,CR.11,CR.12,Semester
61,100,358,1,2,1,2,1,6,8,NA,5,5,5,1,1,3,4,2,3,5,3,5,3,3,4,4,4,4,4,3,4,4,4,4,4,3,4,3,3,4,4,4,4,4,4,3,3,3,4,4,4,3,4,4,4,4,4,4,3,3,3,4,1,3,2,2,2,2,2,3,3,3,3,3,3,3,3,3,NA,4,4,2,1,1,2,1,2,1,1,2,3,2,3,4,3,3,3,3,2,2,2,3,3,2,3,1
62,100,1085,1,1,2,1,4,1,3,1,3,1,3,2,1,1,3,2,4,3,4,3,4,3,2,4,3,5,5,5,4,5,5,4,4,4,3,4,4,3,3,4,3,3,3,4,3,3,4,5,3,3,4,3,3,3,2,4,3,2,3,1,4,2,2,1,1,1,3,1,2,2,2,2,2,2,2,2,2,2,2,3,2,2,1,1,2,3,1,2,3,3,1,3,2,1,1,2,1,1,1,2,4,4,4,1
63,100,867,1,1,2,2,2,1,6,1,2,1,2,1,1,1,5,1,2,4,4,3,4,4,4,5,5,5,5,5,5,5,5,5,5,4,4,5,4,2,5,5,5,3,5,5,5,5,5,4,4,5,4,4,5,5,5,5,4,2,5,5,4,5,5,4,4,5,4,1,1,1,1,5,1,5,1,1,1,1,1,3,2,1,3,3,1,3,2,3,1,2,1,3,1,1,1,1,3,1,1,1,4,1,4,1
64,100,15879,1,1,2,2,3,1,10,1,4,NA,5,4,1,3,5,1,4,4,2,5,5,5,3,5,3,5,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,2,5,5,2,5,2,5,4,3,4,5,1,5,3,5,5,5,1,4,3,4,4,5,5,5,3,2,2,2,1,2,3,3,2,3,2,3,2,2,2,1,1,4,1,3,2,3,4,3,1
65,100,176,1,1,2,2,3,1,10,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,1,1,2,2,1,3,1,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,1
66,100,1098,1,1,2,5,1,1,10,5,5,1,5,5,1,2,4,1,2,5,4,5,5,5,5,4,3,5,4,3,5,5,5,3,5,4,4,2,3,1,1,3,4,5,3,4,3,5,5,5,3,4,4,3,5,3,1,4,3,1,4,1,3,1,1,2,4,2,4,3,3,3,3,3,3,3,3,3,3,3,3,1,1,3,1,2,2,3,3,2,2,3,3,1,1,2,2,2,2,3,3,2,3,4,3,1
67,100,604,1,2,1,5,4,1,4,1,3,1,3,5,4,2,5,1,2,5,4,3,4,2,3,2,3,4,4,4,3,4,4,3,4,4,4,3,4,2,2,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,3,3,2,1,3,2,1,1,3,3,1,1,1,2,2,3,1,3,4,4,4,1
68,100,669,1,2,5,4,1,1,44,1,3,1,3,2,1,1,4,1,4,2,4,3,5,2,1,3,3,5,5,5,5,5,5,2,5,3,3,2,5,1,3,5,3,4,5,3,5,5,5,5,5,3,5,5,5,5,2,5,3,5,2,4,1,2,4,3,5,2,5,1,1,1,1,5,1,5,1,1,1,1,4,3,3,1,1,3,2,1,3,3,3,3,3,2,2,2,3,2,4,4,4,4,3,4,4,1
69,100,706,1,1,2,1,4,1,8,1,2,1,1,1,1,1,3,1,5,1,4,1,3,1,1,1,4,5,3,4,4,5,5,2,3,1,1,2,3,1,1,3,4,3,3,3,4,3,5,5,5,1,1,2,5,2,2,5,2,1,4,1,1,1,1,1,4,1,4,2,2,1,2,4,2,4,2,2,2,2,2,3,2,1,1,3,1,1,3,2,1,2,2,3,3,3,1,1,4,3,2,4,4,4,4,1
70,100,498,1,2,1,3,1,1,15,1,2,1,3,2,1,1,5,2,4,3,5,3,3,4,1,2,3,4,4,3,4,5,5,2,4,4,5,4,3,1,1,5,4,3,4,4,1,3,4,4,3,4,4,5,4,5,4,3,4,1,4,1,1,1,1,2,3,1,3,3,2,2,2,3,3,4,2,2,2,2,3,1,1,2,3,3,2,2,3,2,1,1,3,3,3,3,2,3,3,2,3,3,4,4,4,1
71,100,1332,1,2,1,1,1,1,15,1,1,2,2,3,1,1,3,1,5,1,5,2,5,4,2,4,5,5,5,4,5,5,4,2,3,4,5,3,3,3,4,5,4,4,5,3,4,4,5,4,4,4,3,4,5,3,3,5,5,5,5,5,2,4,4,3,4,2,3,2,2,3,2,5,2,4,2,2,2,2,2,3,2,2,1,1,2,2,3,2,3,3,3,3,2,2,1,4,3,1,2,1,4,4,4,1
72,100,496,1,1,2,1,1,4,11,1,2,1,2,2,1,1,2,1,5,3,4,5,5,5,5,4,5,4,4,3,3,5,5,5,5,5,5,5,5,4,4,4,4,4,4,5,5,5,4,5,5,4,4,4,5,4,5,5,4,4,4,5,3,3,3,5,4,4,5,2,2,2,2,5,1,5,1,1,1,1,1,2,2,2,3,3,1,3,1,2,3,3,1,3,2,2,2,2,3,2,2,3,4,4,4,1
73,100,292,1,2,1,1,2,1,8,1,1,1,2,2,2,1,5,2,1,3,2,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,2,3,3,3,3,3,3,3,2,4,4,3,3,3,2,3,3,4,3,3,NA,2,3,2,4,3,3,3,2,3,3,2,3,2,3,2,2,2,2,1,1,3,3,3,3,1,1,1,1,3,3,3,2,2,3,2,2,3,3,2,3,3,3,2,3,3,4,4,4,1
74,100,454,1,1,2,2,4,1,4,1,3,1,2,3,1,1,5,1,4,3,3,4,2,4,4,4,4,4,2,4,3,4,4,3,4,3,4,4,4,4,3,2,3,4,4,4,4,4,4,4,4,3,3,3,2,3,5,5,3,5,5,5,3,4,NA,2,2,1,4,4,2,2,2,4,2,2,2,2,2,2,4,2,2,3,3,3,2,1,2,2,1,3,2,3,3,1,1,1,3,1,1,3,4,4,4,1
75,100,698,1,2,1,2,4,6,5,1,2,1,2,3,1,1,3,1,5,4,5,3,4,4,1,2,3,5,2,4,3,4,5,3,4,3,5,5,4,2,4,4,3,2,5,4,4,3,5,5,4,2,2,1,3,1,3,1,1,1,4,1,3,5,1,4,2,1,2,1,3,2,4,5,4,5,1,1,1,1,1,1,2,2,1,3,1,3,1,2,3,3,2,1,2,1,1,1,3,2,2,1,4,3,2,1
76,100,900,1,2,1,2,2,1,13,2,5,3,5,5,2,1,5,3,1,5,3,1,1,1,2,2,1,2,3,2,1,2,1,2,2,1,1,1,1,1,2,3,3,2,2,4,2,2,5,4,5,4,4,4,3,3,3,3,1,2,4,4,1,4,2,3,4,1,3,1,2,2,3,2,2,3,2,3,3,2,2,3,2,1,1,3,3,2,3,3,3,3,3,3,3,3,2,1,2,1,2,4,4,3,3,1
77,100,38029,1,1,2,2,4,1,3,1,3,1,2,3,1,3,4,3,2,5,2,5,5,5,1,5,5,5,1,1,5,5,5,5,5,5,1,5,5,1,5,1,5,1,5,5,1,5,5,3,3,2,3,4,2,5,3,4,2,4,2,4,5,2,3,3,5,2,5,4,4,4,3,2,2,2,2,2,2,2,2,1,1,1,2,3,2,3,3,2,3,3,3,3,3,1,3,NA,1,3,1,3,3,NA,2,1
78,100,450,1,2,1,3,1,1,44,1,3,1,2,1,4,1,4,1,4,2,4,1,4,4,1,2,5,4,4,4,5,5,3,1,3,5,2,3,4,1,4,1,3,4,1,3,4,4,1,3,3,3,4,2,5,5,3,4,3,3,5,2,1,3,3,2,4,5,5,1,1,1,1,4,1,4,1,1,1,1,1,3,2,2,3,3,2,1,1,2,1,3,2,3,2,4,2,2,2,4,3,2,1,3,3,1
79,100,12180,1,1,3,3,1,1,44,2,3,1,3,2,1,1,4,1,5,2,4,2,4,3,1,2,3,4,5,4,3,5,4,1,4,5,3,2,5,3,1,4,4,5,4,4,2,3,5,4,2,3,5,5,4,3,1,4,2,1,4,1,1,4,2,1,3,3,4,2,1,3,3,5,1,1,1,1,1,1,1,1,1,2,3,1,3,3,1,2,1,3,3,3,2,3,2,3,2,3,3,2,4,4,4,1
80,100,76252,1,2,1,1,2,1,8,2,4,2,3,3,2,2,4,2,4,3,4,4,4,3,2,3,3,3,3,4,3,4,4,2,4,3,3,2,3,2,3,3,3,3,4,4,3,3,4,4,4,3,3,3,3,3,4,3,3,4,4,4,2,3,3,2,3,3,3,3,2,3,3,2,3,3,2,3,3,3,3,1,1,2,3,3,2,2,3,2,3,3,3,3,3,3,2,2,2,3,3,3,3,3,3,1
81,100,238,1,1,2,4,4,1,43,3,4,2,3,3,3,3,3,3,4,4,4,4,4,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,4,2,2,2,4,NA,4,3,4,3,3,3,3,3,4,4,3,4,4,4,4,3,4,4,4,4,3,3,3,4,4,3,3,3,4,4,3,2,2,3,3,2,3,3,3,3,3,2,3,2,3,3,3,3,2,3,3,3,3,3,3,3,1
82,100,836,1,1,2,5,1,1,12,1,3,1,3,4,2,1,4,1,4,2,4,3,3,4,4,2,4,5,4,4,3,5,4,4,4,3,3,3,4,2,2,3,3,4,4,5,4,4,4,4,4,3,4,4,4,4,2,4,2,2,4,2,3,2,3,4,2,4,4,2,3,3,3,3,2,4,3,3,2,3,4,1,1,1,2,1,1,1,1,2,3,3,1,1,2,2,1,1,1,1,3,2,2,4,4,1
83,100,662,1,1,2,1,1,1,10,1,5,2,NA,5,1,2,5,1,1,5,2,2,2,4,2,5,3,5,5,3,3,3,4,3,4,4,4,4,3,4,3,4,4,3,4,3,3,4,4,4,4,4,4,4,4,3,5,5,4,4,3,4,2,3,1,4,4,2,3,2,5,5,5,3,5,5,5,5,5,5,5,3,2,2,2,3,2,1,1,2,1,2,3,4,4,4,3,1,1,2,4,3,4,4,4,1
84,100,685,1,1,2,1,2,1,11,2,5,1,3,3,4,3,5,3,4,4,3,3,2,1,2,1,2,2,2,2,3,2,3,1,3,2,2,3,2,4,4,2,2,2,4,3,2,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,3,2,2,3,3,3,5,4,5,1,5,2,3,4,4,4,4,3,1,1,3,3,3,3,3,1,3,3,3,3,3,2,2,2,2,2,3,3,3,4,4,1
91,97,270,1,2,1,2,2,1,7,2,3,3,3,3,2,1,3,2,2,5,2,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,1,2,1,2,2,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1
92,97,219,1,1,2,2,2,1,8,3,5,1,3,3,2,1,1,2,1,1,2,4,3,4,4,3,3,3,4,NA,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,4,4,3,3,4,2,3,2,4,3,2,3,3,2,3,2,2,3,3,2,3,3,3,1,3,4,3,3,4,3,3,3,3,2,1,3,2,1,1,1,1,1,1,1,1,2,2,2,2,2,3,3,3,2,3,3,3,2,2,1
93,97,278,1,1,2,5,2,1,7,3,5,1,5,4,1,1,1,1,1,5,2,3,5,3,2,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,1,2,1,2,1,2,1,2,2,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1
96,97,282,1,1,2,2,2,1,8,3,5,3,5,3,4,3,5,3,2,5,4,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,3,2,4,1,5,1,5,NA,5,5,5,5,5,3,3,3,3,1,1,2,1,1,1,2,3,3,1,3,3,NA,2,1,2,1,2,1,1,1,3,1
97,97,397,1,1,2,2,3,1,10,4,3,1,4,4,3,1,5,2,2,4,4,2,4,1,1,1,2,1,4,1,1,1,4,2,4,4,2,4,4,1,4,2,4,1,4,2,5,3,2,4,1,1,1,3,4,1,3,3,5,3,2,1,1,2,2,2,3,4,4,3,5,5,2,3,4,2,3,4,4,4,4,3,2,2,3,1,2,2,3,2,3,3,3,4,3,2,1,1,1,1,4,4,4,4,4,1
100,97,424,1,2,1,1,2,1,1,2,2,3,3,3,4,2,4,3,3,4,3,3,4,2,2,2,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,NA,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,2,1,2,3,3,2,2,3,2,3,1,3,3,3,3,3,3,3,3,3,3,4,4,4,1
102,97,349,1,1,2,3,2,2,10,1,4,1,5,3,1,1,5,2,4,4,4,5,5,5,5,5,5,5,2,4,4,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,1,1,5,1,5,1,1,2,2,1,1,2,1,3,1,2,1,3,2,1,3,2,3,1,2,2,1,1,1,3,2,2,4,4,1
103,97,497,1,1,2,3,4,1,43,3,4,2,4,3,1,1,5,2,2,5,5,5,3,2,4,3,4,4,2,4,3,5,5,5,4,4,1,3,2,5,3,4,2,4,2,5,3,2,5,3,4,2,2,3,3,4,2,3,3,3,4,3,2,3,4,2,5,1,4,4,4,4,4,2,4,2,2,2,2,3,3,3,2,1,1,3,3,2,1,1,3,3,3,2,2,2,1,1,2,2,2,3,3,4,4,1
104,97,427,1,1,2,1,2,1,13,1,3,1,3,2,1,1,3,1,4,2,4,2,4,3,1,2,2,4,3,5,4,5,5,2,4,3,3,2,4,4,3,4,2,3,2,3,2,3,3,2,4,3,3,3,4,3,4,3,2,5,4,3,3,2,3,2,4,3,2,2,4,4,4,3,4,1,1,2,1,2,3,3,2,3,3,2,2,1,3,2,1,3,1,3,2,2,2,1,2,1,2,1,2,3,2,1
105,97,513,1,1,2,3,4,1,6,2,4,1,5,5,3,2,5,3,2,5,4,4,5,4,4,4,3,4,4,4,4,5,4,3,5,4,4,4,4,3,3,5,5,4,4,4,4,4,5,5,4,4,4,4,4,4,5,4,4,4,4,4,3,4,3,4,4,4,4,3,4,4,4,2,4,2,3,4,4,4,4,3,2,1,2,3,2,1,1,2,1,3,3,3,3,3,2,2,2,3,3,3,4,4,4,1
106,97,479,1,1,2,1,3,1,10,3,4,2,5,3,1,2,5,1,1,5,4,3,4,2,4,2,5,5,4,5,3,4,2,2,5,5,3,4,2,1,2,5,4,2,5,4,4,4,5,4,4,3,3,5,4,2,5,5,2,5,5,5,2,3,3,3,4,4,5,4,5,4,3,2,3,3,3,3,3,2,3,3,2,2,2,3,2,3,2,2,3,3,2,3,4,3,2,1,2,2,3,4,4,4,4,1
108,97,421,1,2,1,2,2,1,13,1,3,3,4,3,4,1,5,3,4,2,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,1,2,5,5,5,2,5,3,3,2,2,5,2,1,1,1,1,1,1,2,2,1,2,1,1,1,NA,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
109,97,565,1,1,2,1,3,1,10,3,3,1,3,5,2,3,5,3,3,4,2,2,3,1,1,2,3,4,5,4,3,5,4,4,5,3,5,4,3,1,3,5,4,3,5,4,3,4,5,4,4,4,4,4,5,3,1,4,2,1,3,1,2,1,2,2,2,2,3,3,4,4,4,2,3,3,1,2,2,2,3,3,2,2,3,1,2,2,1,2,3,3,3,4,3,4,1,1,3,1,3,3,4,4,4,1
110,97,550,1,1,2,1,4,1,10,1,2,2,2,3,2,1,2,1,3,3,4,3,2,3,1,2,3,4,3,3,3,4,4,3,3,3,3,4,4,3,3,3,3,2,4,3,1,2,3,3,4,4,3,4,4,3,4,4,3,4,4,3,1,2,1,2,3,1,3,3,3,4,3,4,3,4,2,2,2,2,2,2,1,1,2,3,2,3,2,2,3,3,3,3,3,2,2,1,3,2,2,3,4,4,4,1
111,97,596,1,1,2,1,3,2,10,2,3,3,3,4,4,2,5,3,4,5,2,2,4,2,1,2,2,5,5,4,3,5,5,2,4,2,2,3,4,1,2,4,4,5,3,4,3,3,5,5,4,4,4,5,5,2,2,4,2,3,3,2,2,2,3,3,4,1,5,3,4,4,4,2,4,3,3,3,2,2,2,3,1,1,3,1,2,1,3,2,3,3,3,3,2,2,2,2,3,3,3,2,4,4,4,1
112,97,584,1,1,2,1,3,1,5,1,3,1,3,3,2,2,4,3,4,2,4,2,3,2,2,2,1,3,4,3,4,4,4,2,2,4,3,3,3,2,2,4,4,3,3,3,2,3,4,4,4,3,2,4,3,2,4,4,4,3,3,4,3,3,2,2,3,3,2,4,3,4,4,2,3,4,2,3,3,4,4,3,2,1,1,2,2,1,3,2,1,3,3,3,3,4,2,2,3,3,3,4,4,4,4,1
113,97,584,1,2,1,5,1,1,44,1,3,1,3,3,1,1,4,1,4,3,5,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,2,2,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,4,5,5,5,1,1,1,1,5,1,1,1,1,1,1,3,2,2,2,3,1,2,3,3,3,3,1,2,1,1,1,1,1,2,1,1,1,2,4,4,1
115,97,563,1,1,2,4,4,1,43,1,2,2,2,2,1,1,3,1,5,3,4,5,5,5,5,5,5,5,5,3,4,4,4,4,5,3,4,5,5,3,4,3,3,4,5,5,5,5,5,5,5,5,4,5,5,5,2,5,5,1,2,5,2,3,2,1,1,1,3,3,4,4,4,2,2,3,1,1,1,1,1,1,1,3,3,1,1,1,1,2,1,3,3,1,1,1,1,1,1,1,1,1,3,4,4,1
116,97,550,1,1,2,2,1,2,15,1,3,1,4,5,2,1,5,2,4,4,5,1,5,5,1,5,2,4,5,5,4,3,3,3,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,4,4,4,1,NA,3,5,5,2,5,3,2,1,3,2,4,3,3,3,1,2,2,3,2,1,3,2,2,3,3,2,3,1,2,2,3,1,NA,2,3,2,2,2,1,3,4,1
117,97,667,1,1,2,3,4,1,4,3,3,2,3,2,2,2,5,3,3,4,4,4,3,3,4,4,4,3,2,3,3,3,3,3,4,3,3,4,4,4,4,3,3,4,3,3,4,3,5,4,4,3,3,3,3,4,4,3,4,4,4,4,3,4,2,2,4,3,4,3,4,3,3,2,3,3,3,3,3,3,3,3,2,1,1,3,2,2,1,3,1,3,3,3,2,1,1,1,3,1,2,3,3,4,4,1
118,97,554,1,2,1,3,1,4,10,3,2,1,1,4,2,1,3,2,4,3,4,3,4,5,3,5,3,5,5,5,4,5,5,5,3,4,2,3,4,1,4,4,3,3,4,4,4,4,4,3,4,4,5,5,5,4,2,4,4,4,4,2,5,3,5,3,4,3,5,2,1,1,1,4,2,2,3,3,2,2,3,3,3,1,1,3,2,3,1,1,2,1,3,3,1,2,1,1,2,2,3,1,3,4,4,1
119,97,654,1,1,2,2,1,1,13,3,4,1,4,4,3,3,5,3,2,4,2,2,2,2,2,1,2,1,1,4,1,3,1,1,1,3,2,2,2,1,1,1,2,3,1,2,1,2,4,3,3,1,2,4,3,2,1,2,1,1,1,1,3,3,3,1,1,3,1,4,4,2,5,1,4,3,3,3,4,4,4,3,2,1,3,2,1,3,2,3,3,3,3,4,3,3,3,2,3,3,4,4,3,4,4,1
120,97,670,1,2,1,3,2,1,13,3,5,4,5,5,4,3,5,4,1,5,1,2,3,1,1,1,2,3,2,2,1,2,1,2,1,2,1,1,2,2,1,1,1,2,3,2,2,2,4,3,3,2,2,4,4,2,2,2,1,2,2,4,1,2,4,3,2,1,2,2,4,4,4,2,2,3,3,3,3,3,3,3,3,3,3,3,2,1,2,3,3,3,3,3,3,2,2,2,1,2,3,2,3,4,4,1
122,97,780,1,1,2,4,3,2,12,2,4,3,4,3,3,2,5,3,2,1,3,2,1,1,1,2,1,2,3,3,2,4,4,3,3,3,4,4,2,1,1,3,3,2,5,4,4,3,3,4,4,2,3,3,4,2,3,3,2,2,2,2,1,3,3,3,2,2,4,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,3,2,2,3,1,3,3,4,3,1,1,3,1,2,4,3,2,4,1
123,97,751,1,1,3,1,1,6,10,2,1,1,1,1,2,2,2,1,1,2,4,1,2,1,1,1,2,1,3,4,3,4,4,1,4,3,3,4,3,1,1,3,3,4,3,4,1,3,5,5,2,3,5,2,4,1,1,4,2,2,3,2,1,3,1,2,3,1,4,2,4,4,3,3,2,4,1,2,2,2,3,3,2,2,3,1,1,1,2,2,3,2,3,3,2,2,2,2,4,2,4,4,4,4,2,1
124,97,734,1,2,1,3,1,4,15,1,3,1,3,4,1,1,4,1,3,2,4,1,5,3,1,1,1,5,5,5,4,5,5,1,4,3,3,4,4,1,1,4,2,4,2,3,1,3,5,4,5,3,2,5,4,2,4,4,2,3,4,2,2,3,1,1,1,4,3,1,1,1,1,5,1,5,1,1,1,1,1,1,1,2,3,1,2,1,2,3,3,2,3,3,3,3,1,2,1,1,3,3,4,4,4,1
125,97,491,1,2,1,2,4,1,6,1,2,1,2,1,2,1,2,1,4,2,4,4,5,5,5,5,5,5,4,4,4,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,4,4,1,3,4,5,3,3,2,2,3,3,3,3,3,3,3,3,3,3,2,1,1,1,1,3,1,2,3,2,3,3,2,2,2,2,2,2,2,3,4,4,4,1
126,97,585,1,1,2,2,1,1,1,1,1,1,2,2,2,1,3,2,4,1,4,2,3,2,3,3,2,4,3,3,3,3,4,4,4,4,3,4,3,4,4,3,3,4,4,4,4,4,4,4,5,3,3,3,4,3,5,5,5,4,4,4,2,3,3,2,4,1,2,3,4,4,3,3,3,4,2,2,2,2,2,3,2,1,3,1,2,1,1,2,3,3,3,4,3,3,3,2,2,2,4,3,4,4,4,1
127,97,239,1,1,2,1,4,2,3,2,5,5,5,5,5,3,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,2,1,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1
128,97,771,1,1,2,1,1,2,12,1,3,2,3,2,1,1,4,2,4,4,5,1,2,2,1,1,1,4,2,1,2,2,2,1,2,1,2,4,2,1,1,3,2,2,4,2,1,2,1,2,2,1,1,4,2,1,2,4,1,1,4,2,1,1,2,1,2,1,3,3,3,2,3,3,3,3,2,3,2,2,3,3,1,1,1,2,1,1,3,2,1,3,2,3,3,3,2,1,3,2,4,3,4,3,4,1
129,97,684,1,2,1,1,1,1,17,1,3,1,3,2,2,1,4,1,3,3,4,3,3,3,1,4,1,5,5,5,4,5,5,1,4,3,3,4,5,1,3,3,1,3,3,5,3,5,4,3,4,1,4,5,5,1,1,4,1,1,3,1,1,5,1,3,4,3,3,1,1,1,1,4,2,4,2,2,2,2,2,3,3,1,3,1,1,2,3,3,3,1,3,3,3,4,2,1,3,2,4,4,4,4,4,1
130,97,793,1,1,2,1,4,6,5,1,3,2,4,4,4,4,5,4,2,4,3,2,3,2,1,2,1,3,3,4,2,2,2,1,3,3,3,2,3,2,1,3,3,4,4,3,2,2,3,3,3,2,4,3,2,2,4,4,3,4,4,4,1,3,1,2,3,1,2,4,4,4,4,2,4,2,3,4,4,4,4,2,1,1,1,1,2,1,3,2,1,3,3,3,2,2,1,2,4,2,3,4,3,4,4,1
131,97,544,1,2,1,2,1,1,43,1,2,1,1,1,1,1,2,1,4,2,5,3,4,4,2,2,2,4,4,4,4,4,4,3,4,4,4,4,4,1,2,4,3,4,2,4,2,4,4,4,2,2,4,4,4,3,4,4,4,4,4,4,4,4,1,2,3,4,4,2,2,2,2,4,2,4,2,2,2,2,2,3,2,2,2,3,2,3,3,2,1,3,3,1,1,1,1,1,1,1,1,2,3,4,4,1
133,97,608,1,1,2,1,3,1,10,1,3,1,3,4,4,1,5,1,4,2,4,3,4,4,1,2,1,2,2,2,3,4,4,1,4,1,3,2,2,1,2,3,2,2,3,3,1,4,4,4,4,2,5,2,3,4,1,4,1,2,3,1,5,1,1,1,2,2,2,3,2,4,2,3,3,4,2,2,2,2,2,3,2,1,3,3,2,3,3,2,3,3,1,3,2,3,2,1,1,1,3,4,4,4,4,1
134,97,882,1,1,2,3,2,2,13,1,5,1,4,5,1,1,5,3,1,5,4,5,3,3,1,1,1,4,2,4,4,5,3,1,5,4,4,2,3,1,2,3,3,5,4,5,3,5,5,4,5,4,2,3,3,3,4,5,4,3,4,3,1,4,4,2,2,1,4,3,1,4,4,3,3,4,1,1,1,1,3,3,2,3,NA,3,2,2,3,2,1,3,1,1,3,1,3,1,2,3,4,1,3,1,1,1
137,97,629,1,1,2,1,3,1,10,1,5,5,5,4,5,3,5,4,2,4,4,4,3,4,4,4,4,4,4,4,4,4,3,3,3,4,3,3,3,4,4,4,4,3,3,2,2,3,4,3,4,3,4,3,3,3,4,3,4,3,3,3,4,4,3,3,4,4,4,5,5,5,5,5,4,4,4,4,4,4,4,2,1,1,2,3,3,2,3,2,3,3,3,3,3,2,3,1,2,3,1,3,2,3,3,1
138,97,559,1,1,2,3,2,1,13,3,4,4,5,5,4,5,5,3,1,5,2,3,3,2,2,3,4,2,3,4,3,5,4,2,3,1,3,2,3,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,4,4,4,4,1,4,1,4,4,4,4,4,2,2,1,2,2,2,3,3,2,3,3,2,4,3,3,2,3,3,2,1,2,4,4,4,1
139,97,607,1,1,2,5,1,1,13,1,3,1,3,2,2,1,4,1,5,2,4,2,2,1,1,1,1,1,1,4,1,1,2,1,2,2,2,1,2,1,1,1,1,2,3,1,1,1,5,1,3,1,4,3,4,1,1,1,1,1,1,1,1,1,1,1,3,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,2,3,2,3,1,3,3,4,3,3,2,1,4,2,3,4,4,4,4,1
